classification,avg_pnl,pnl_volatility,avg_trade_size,win_rate_pct,large_loss_pct
Extreme Fear,1.8916322231298366,76.72771255395597,4118.761840068787,29.27773000859845,0.6878761822871883
Extreme Greed,205.81634505888633,1861.5571189594941,3242.085086283579,55.328233410425185,1.3342821561999645
Fear,128.28795029591174,1342.3484968403716,5744.782685125099,38.1786718581008,1.3339101593481866
Greed,53.988003244420824,1399.4681820543456,5051.878829259653,43.57066950053135,1.5586255756287637
Neutral,27.08880333091437,142.94588861346125,4332.202906386067,49.49201741654572,0.9796806966618287
